id,sex,age,city,country,followers_count,last_seen,costs,games
738429028,Мужской,23,Уфа,Россия,13,03.09.2022,100000,['League of Legends']
738403659,Мужской,47,,Россия,1,03.09.2022,100000,['League of Legends']
738394265,Мужской,29,,Россия,,03.09.2022,25000,['League of Legends']
738389647,Мужской,20,Мелитополь,Украина,0,14.07.2022,75000,['League of Legends']
738374415,Мужской,23,,Россия,0,02.09.2022,25000,['League of Legends']
738359085,Мужской,40,,Россия,,03.09.2022,25000,['League of Legends']
738358539,Мужской,30,,Россия,2,15.08.2022,25000,['League of Legends']
738315822,Мужской,47,Волжский,Россия,,03.09.2022,25000,"['Dota 2', 'CS:GO']"
738314573,Мужской,30,Milano,Италия,1,24.08.2022,138615,['Quake Champions']
738310224,Мужской,23,,Россия,,27.08.2022,25000,['Quake Champions']
738305209,Мужской,20,,Россия,1,08.07.2022,25000,['Dota Underlords']
738294465,Мужской,22,,Россия,,20.08.2022,25000,['Dota Underlords']
738292303,Мужской,23,,Россия,199,03.09.2022,25000,['Dota Underlords']
738291287,Женский,26,,Россия,0,29.08.2022,25000,['Dota Underlords']
738287918,Женский,47,,Россия,0,24.07.2022,25000,['Dota Underlords']
738286349,Женский,48,,Россия,1,27.08.2022,25000,['Dota Underlords']
738279803,Мужской,18,,Россия,5,02.09.2022,25000,['Dota Underlords']
738256560,Женский,27,,Россия,644,23.07.2022,25000,['Dota Underlords']
738252244,Мужской,32,,Россия,2,03.09.2022,25000,['Dota Underlords']
738248461,Женский,29,,Россия,0,05.07.2022,25000,['Quake Champions']
738232602,Мужской,25,,Россия,1,12.08.2022,25000,['Quake Champions']
738228564,Мужской,25,,Россия,2,03.09.2022,25000,['Quake Champions']
738213462,Мужской,22,Калининград,Россия,1,03.09.2022,25000,['Quake Champions']
738189164,Мужской,18,,Россия,1,03.09.2022,25000,"['Dota 2', 'CS:GO']"
738187681,Мужской,22,Одесса,Украина,6,03.09.2022,75000,"['Dota 2', 'CS:GO']"
738173904,Мужской,35,,Россия,48,02.09.2022,25000,"['Dota 2', 'CS:GO']"
738170662,Мужской,24,,Россия,3,01.09.2022,25000,"['Dota 2', 'CS:GO']"
738159919,Мужской,18,,Россия,1,03.09.2022,25000,"['Dota 2', 'CS:GO']"
738141095,Женский,47,Калининград,Россия,103,01.09.2022,25000,"['Dota 2', 'Dota Underlords']"
738138154,Мужской,19,,Россия,2,23.07.2022,25000,"['Dota 2', 'Dota Underlords']"
738125310,Мужской,47,,Россия,,03.09.2022,25000,"['Dota 2', 'Dota Underlords']"
738116827,Мужской,26,New York City,США,0,23.08.2022,236160,['StarCraft 2']
738096492,Женский,20,,Россия,,03.09.2022,25000,['StarCraft 2']
738065238,Мужской,32,Курск,Россия,1,03.09.2022,25000,['Valorant']
738063119,Мужской,47,,Россия,,13.07.2022,25000,['Valorant']
738058022,Мужской,25,,Россия,0,11.07.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
738053007,Мужской,29,Алматы,Казахстан,0,03.09.2022,37875,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
738024836,Женский,40,,Россия,,01.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
738004041,Мужской,29,,Россия,10,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
737986772,Мужской,31,,Россия,0,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
737984738,Мужской,25,,Мальта,0,28.07.2022,138615,['Valorant']
737952772,Мужской,24,,Россия,1,28.08.2022,25000,['Valorant']
737930835,Мужской,40,,Россия,2,20.08.2022,25000,['Valorant']
737904352,Мужской,20,,Россия,0,17.07.2022,25000,['Valorant']
737881900,Мужской,115,,Россия,0,03.09.2022,25000,['Valorant']
737865292,Мужской,17,,Россия,1,19.08.2022,25000,['Valorant']
737862012,Мужской,40,Санкт-Петербург,Россия,2,26.08.2022,25000,['StarCraft 2']
737849115,Женский,29,,Россия,1,03.09.2022,25000,['League of Legends']
737834250,Мужской,40,,Россия,0,19.07.2022,25000,['League of Legends']
737825960,Мужской,40,,Россия,5,03.09.2022,25000,['League of Legends']
737806946,Мужской,20,,Россия,,28.08.2022,25000,['League of Legends']
737805926,Мужской,22,Чебоксары,Россия,22,03.09.2022,25000,['League of Legends']
737805762,Мужской,34,,Россия,0,03.09.2022,25000,['League of Legends']
737757118,Мужской,19,,Россия,4,02.09.2022,25000,['League of Legends']
737741766,Мужской,19,,Россия,,31.08.2022,25000,['CS:GO']
737738258,Мужской,21,Ханты-Мансийск,Россия,2,18.07.2022,25000,['CS:GO']
737721936,Мужской,34,,Россия,,03.09.2022,25000,['CS:GO']
737720724,Женский,43,,Россия,0,03.07.2022,25000,['CS:GO']
737707102,Мужской,23,Кишинев,Молдова,1,03.09.2022,138615,['CS:GO']
737690966,Мужской,27,,Россия,0,04.08.2022,25000,['CS:GO']
737682299,Мужской,25,,Россия,0,12.08.2022,25000,['CS:GO']
737670802,Мужской,20,,Россия,1,01.09.2022,25000,['CS:GO']
737660951,Мужской,17,,Россия,0,02.09.2022,25000,['League of Legends']
737654343,Женский,25,,Россия,2,03.09.2022,25000,['StarCraft 2']
737650999,Мужской,25,,Россия,7,01.09.2022,25000,['StarCraft 2']
737634640,Мужской,39,Вязьма,Россия,6,03.09.2022,25000,['StarCraft 2']
737627197,Мужской,34,,Россия,1,03.09.2022,25000,['StarCraft 2']
737618878,Мужской,21,Frankfurt am Main,Германия,0,03.09.2022,138615,"['Dota 2', 'Dota Underlords']"
737603262,Мужской,17,Алейск,Россия,,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737589977,Мужской,21,,Россия,0,01.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737575097,Мужской,25,,Россия,3,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737554610,Мужской,25,,Россия,0,06.07.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737540380,Мужской,30,,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737532516,Мужской,47,Казань,Россия,,29.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737532341,Мужской,17,,Россия,1,27.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
737505745,Женский,21,,Россия,,03.09.2022,25000,"['Dota 2', 'Dota Underlords']"
737497958,Женский,32,,Россия,,02.09.2022,25000,"['Dota 2', 'Dota Underlords']"
737448489,Мужской,30,Москва,Россия,4,26.08.2022,25000,['Apex Legends']
737434304,Мужской,24,Черкесск,Россия,0,10.07.2022,25000,['Apex Legends']
737421747,Мужской,23,Москва,Россия,,25.08.2022,25000,['Apex Legends']
737418945,Женский,25,Москва,Россия,4,02.09.2022,25000,['Apex Legends']
737400892,Мужской,17,,Россия,0,12.07.2022,25000,['Apex Legends']
737385596,Мужской,28,,Россия,3,03.09.2022,25000,['Apex Legends']
737374076,Мужской,103,,Россия,,17.08.2022,25000,['Apex Legends']
737372881,Мужской,33,,Россия,75,06.08.2022,25000,['Apex Legends']
737365577,Женский,35,,Россия,4,24.08.2022,25000,['Warface']
737327463,Женский,36,,Россия,4,01.09.2022,25000,['Warface']
737307996,Мужской,25,Казань,Россия,5,03.09.2022,25000,['Warface']
737281671,Мужской,27,,Россия,1,03.09.2022,25000,['Warface']
737279815,Мужской,17,,Россия,6,29.08.2022,25000,['Warface']
737278562,Женский,19,,Россия,0,26.07.2022,25000,['Warface']
737277043,Мужской,22,,Россия,,01.09.2022,25000,['PUBG']
737229377,Мужской,25,,Россия,,03.09.2022,25000,['PUBG']
737224719,Мужской,25,,Россия,1,02.09.2022,25000,['PUBG']
737206905,Мужской,28,,Россия,481,03.09.2022,25000,['Overwatch']
737204388,Мужской,27,,Россия,1,26.08.2022,25000,['Overwatch']
737145295,Женский,37,Москва,Россия,5,03.09.2022,25000,['Overwatch']
737104043,Мужской,123,Нижний Новгород,Россия,,03.09.2022,25000,['Overwatch']
737095851,Женский,44,Москва,Россия,,30.07.2022,25000,['Overwatch']
737082675,Мужской,25,Тула,Россия,3,30.07.2022,25000,['League of Legends']
737067488,Мужской,31,,Россия,4,03.09.2022,25000,['League of Legends']
737053262,Мужской,32,,Россия,4,28.06.2022,25000,['League of Legends']
737019066,Женский,21,Москва,Россия,1,14.08.2022,25000,['Dota 2']
737011814,Мужской,24,Бабаево,Россия,,03.09.2022,25000,['Dota 2']
737005097,Мужской,30,,Россия,,03.09.2022,25000,['Dota 2']
736984701,Мужской,32,,Россия,0,03.09.2022,25000,['League of Legends']
736980125,Мужской,18,Королёв,Россия,53,03.09.2022,25000,['CS:GO']
736960972,Мужской,24,,Россия,,03.09.2022,25000,['CS:GO']
736937374,Мужской,18,,Россия,0,31.07.2022,25000,['CS:GO']
736923982,Мужской,25,,Россия,1,02.09.2022,25000,['CS:GO']
736908781,Женский,19,,Россия,0,22.07.2022,25000,['CS:GO']
736903505,Женский,22,,Россия,1,29.08.2022,25000,['CS:GO']
736866784,Мужской,17,,Россия,1,03.09.2022,25000,['League of Legends']
736832496,Мужской,47,,Россия,1,02.09.2022,25000,['League of Legends']
736789404,Мужской,28,,Россия,,03.09.2022,25000,['League of Legends']
736785182,Мужской,22,,Россия,6,03.09.2022,25000,['Warface']
736779173,Мужской,28,Пермь,Россия,,03.09.2022,25000,['Warface']
736760777,Мужской,35,,Россия,1,03.09.2022,25000,['Warface']
736743968,Мужской,24,,Россия,0,01.09.2022,25000,['Warface']
736709928,Мужской,28,Санкт-Петербург,Россия,33,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
736679032,Мужской,35,,Россия,,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
736678845,Мужской,21,,Россия,3,15.07.2022,25000,"['Warcraft III', 'StarCraft 2']"
736668637,Мужской,33,,Россия,1,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
736654663,Мужской,17,,Россия,,30.08.2022,25000,['Heroes of the Storm']
736642406,Мужской,24,,Россия,,02.09.2022,25000,['Heroes of the Storm']
736639143,Женский,18,,Россия,5,29.06.2022,25000,['Heroes of the Storm']
736624924,Мужской,18,,Россия,1,03.09.2022,25000,['Quake Champions']
736621916,Мужской,22,,Россия,1,03.09.2022,25000,['Quake Champions']
736607018,Женский,17,,Россия,1,03.09.2022,25000,['Quake Champions']
736583968,Мужской,17,,Россия,0,29.06.2022,25000,['Quake Champions']
736579142,Мужской,26,Нижний Новгород,Россия,4,03.09.2022,25000,['Free Fire']
736570248,Мужской,22,,Россия,0,01.09.2022,25000,['Free Fire']
736564606,Мужской,33,,Россия,2,03.09.2022,25000,['Free Fire']
736556670,Мужской,44,,Россия,1,03.09.2022,25000,['Free Fire']
736556431,Мужской,26,,Россия,558,03.09.2022,25000,['Free Fire']
736541375,Мужской,26,,Россия,877,30.08.2022,25000,['Free Fire']
736516019,Мужской,17,,Россия,4,01.09.2022,25000,['Free Fire']
736475696,Женский,18,Жуковский,Россия,14,03.09.2022,25000,['Quake Champions']
736467645,Мужской,17,,Россия,1,18.07.2022,25000,['StarCraft 2']
736465400,Мужской,106,,Россия,,03.09.2022,25000,['StarCraft 2']
736455224,Мужской,40,,Россия,2,26.08.2022,25000,['StarCraft 2']
736431933,Мужской,18,,Россия,3,02.09.2022,25000,['StarCraft 2']
736378613,Мужской,31,,Россия,0,02.09.2022,25000,['StarCraft 2']
736367323,Мужской,36,,Россия,1,02.09.2022,25000,['StarCraft 2']
736359929,Мужской,21,,Россия,,03.09.2022,25000,['Dota 2']
736339758,Мужской,17,,Россия,1,26.08.2022,25000,['Dota 2']
736337905,Мужской,22,Санкт-Петербург,Россия,190,24.06.2022,25000,['Dota 2']
736337464,Мужской,30,,Россия,2,30.08.2022,25000,['Dota 2']
736322648,Мужской,26,,Россия,1,03.09.2022,25000,['Dota 2']
736302300,Мужской,29,,Россия,2,24.06.2022,25000,['Hearthstone']
736272168,Мужской,25,,Россия,0,27.08.2022,25000,['League of Legends']
736271852,Мужской,20,,Россия,0,01.09.2022,25000,['League of Legends']
736253486,Мужской,22,Москва,Россия,0,06.08.2022,25000,['League of Legends']
736231611,Мужской,47,,Россия,4,03.09.2022,25000,['League of Legends']
736228685,Мужской,47,,Россия,12,03.09.2022,25000,['League of Legends']
736226443,Мужской,17,Москва,Россия,5,03.09.2022,25000,['Hearthstone']
736209040,Мужской,17,,Россия,0,25.07.2022,25000,['Hearthstone']
736207175,Мужской,25,,Россия,0,03.09.2022,25000,['StarCraft 2']
736206783,Женский,19,,Россия,1,03.09.2022,25000,['StarCraft 2']
736198062,Мужской,24,Санкт-Петербург,Россия,,28.08.2022,25000,['StarCraft 2']
736187112,Мужской,30,,Россия,,02.08.2022,25000,['StarCraft 2']
736184781,Мужской,39,Бердянск,Украина,8,03.09.2022,75000,['StarCraft 2']
736165615,Мужской,47,,Россия,0,02.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
736153548,Мужской,17,,Россия,0,26.08.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
736131642,Мужской,25,,Россия,0,02.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
736112584,Мужской,25,,Россия,0,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
736104704,Мужской,31,,Россия,1,03.09.2022,25000,['StarCraft 2']
736091306,Мужской,34,Ставрополь,Россия,0,30.08.2022,25000,['StarCraft 2']
736071371,Мужской,24,Chicago,США,4,03.09.2022,236160,['Quake Champions']
736019525,Мужской,18,Санкт-Петербург,Россия,1,03.09.2022,25000,['Heroes of the Storm']
736018324,Мужской,44,,Россия,1,23.08.2022,25000,['Heroes of the Storm']
735924836,Женский,39,,Россия,2,03.09.2022,25000,['Heroes of the Storm']
735917718,Женский,17,,Россия,2,03.09.2022,25000,['Heroes of the Storm']
735910668,Мужской,17,,Россия,2,30.08.2022,25000,['Heroes of the Storm']
735908843,Мужской,26,,Россия,1,08.08.2022,25000,['CS:GO']
735904209,Мужской,26,,Россия,0,11.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
735899254,Мужской,26,,Россия,2,28.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
735883668,Мужской,20,,Россия,0,27.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
735879430,Мужской,19,Октябрьский,Россия,173,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
735875593,Мужской,18,,Россия,4,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
735869982,Женский,26,Емельяново,Россия,,16.07.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
735867882,Мужской,42,,Россия,1,24.06.2022,25000,['CS:GO']
735865457,Мужской,22,Москва,Россия,169,02.09.2022,25000,['CS:GO']
735851438,Женский,47,,Россия,3,03.09.2022,25000,['CS:GO']
735842249,Мужской,22,Москва,Россия,111,01.09.2022,25000,['CS:GO']
735839024,Мужской,26,,Россия,,03.09.2022,25000,['CS:GO']
735836386,Мужской,28,Санкт-Петербург,Россия,0,03.09.2022,25000,['CS:GO']
735831219,Мужской,20,Красноярск,Россия,4,02.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
735826855,Мужской,41,,Россия,,03.09.2022,25000,"['Warcraft III', 'StarCraft 2']"
735812711,Мужской,17,Тула,Россия,2,03.09.2022,25000,['Quake Champions']
735807340,Мужской,28,,Россия,5,03.09.2022,25000,['Quake Champions']
735798668,Мужской,123,Toronto,Канада,9,03.09.2022,236160,['Quake Champions']
735786571,Мужской,47,Челябинск,Россия,16,03.09.2022,25000,['Dota Underlords']
735785967,Мужской,19,,Россия,1,16.07.2022,25000,['Valorant']
735781499,Мужской,17,,Россия,3,03.09.2022,25000,['Valorant']
735767470,Мужской,27,,Россия,0,21.06.2022,25000,['Valorant']
735754467,Мужской,24,,Россия,0,03.09.2022,25000,['Valorant']
735729819,Мужской,17,,Россия,0,07.07.2022,25000,['Valorant']
735726553,Мужской,25,,Сербия,,03.09.2022,138615,['Valorant']
735722576,Мужской,18,,Россия,0,21.06.2022,25000,['Valorant']
735716788,Мужской,43,,Россия,0,11.07.2022,25000,['Valorant']
735706167,Мужской,19,,Россия,0,28.08.2022,25000,['Valorant']
735700541,Женский,41,,Россия,,03.09.2022,25000,['Valorant']
735691110,Мужской,18,,Россия,0,24.06.2022,25000,['Valorant']
735676809,Мужской,30,,Россия,0,21.06.2022,25000,['League of Legends']
735675085,Женский,23,Москва,Россия,324,31.08.2022,25000,['Dota Underlords']
735660878,Мужской,18,Санкт-Петербург,Россия,0,14.07.2022,25000,['Dota Underlords']
735654528,Женский,48,,Россия,,03.09.2022,25000,['League of Legends']
735652581,Женский,47,,Россия,8,03.09.2022,25000,['League of Legends']
735637425,Мужской,18,,Россия,0,27.08.2022,25000,['League of Legends']
735633518,Мужской,21,,Россия,,03.09.2022,25000,['League of Legends']
735619010,Мужской,25,,Россия,1,03.09.2022,25000,['League of Legends']
735589922,Мужской,41,,Россия,2,03.09.2022,25000,['League of Legends']
735560619,Мужской,47,,Россия,51,02.09.2022,25000,['League of Legends']
735553289,Мужской,23,,Россия,2,03.09.2022,25000,['Overwatch']
735545584,Женский,29,,Россия,2,03.09.2022,25000,['Overwatch']
735544452,Мужской,17,,Россия,,03.09.2022,25000,['Overwatch']
735544158,Мужской,41,,Россия,188,03.09.2022,25000,['Overwatch']
735521449,Мужской,25,,Россия,31,03.09.2022,25000,['Overwatch']
735515989,Женский,24,Пермь,Россия,,03.09.2022,25000,['Dota Underlords']
735513352,Мужской,22,,Россия,0,01.09.2022,25000,['Dota Underlords']
735507652,Мужской,28,,Россия,0,26.08.2022,25000,['Dota Underlords']
735494853,Мужской,25,,Россия,0,03.09.2022,25000,['Dota Underlords']
735493286,Мужской,44,,Россия,1,31.08.2022,25000,['Dota Underlords']
735492873,Мужской,22,Санкт-Петербург,Россия,0,02.09.2022,25000,['Dota Underlords']
735487651,Мужской,42,,Россия,0,22.06.2022,25000,['Quake Champions']
735486620,Мужской,17,,Россия,1,20.08.2022,25000,['Free Fire']
735483089,Мужской,25,,Россия,0,27.07.2022,25000,['Free Fire']
735475301,Мужской,17,,Россия,4,03.09.2022,25000,['Free Fire']
735461243,Мужской,17,,Россия,0,08.07.2022,25000,['Free Fire']
735459187,Мужской,17,,Россия,1,19.07.2022,25000,['Free Fire']
735444356,Мужской,26,,Россия,1,03.09.2022,25000,['Free Fire']
735442285,Мужской,32,,Россия,,03.09.2022,25000,['Warface']
735439311,Мужской,19,Stockholm,Швеция,4,03.09.2022,462050,['Warface']
735401830,Мужской,32,,Россия,2,03.09.2022,25000,['Warface']
735394840,Мужской,26,,Россия,1,01.09.2022,25000,['Warface']
735390340,Женский,47,Тюмень,Россия,2,13.08.2022,25000,['Dota 2']
735370762,Мужской,28,,Россия,0,07.08.2022,25000,['Dota 2']
735359521,Мужской,18,,Россия,0,03.09.2022,25000,['Dota 2']
735352586,Мужской,23,,Россия,151,01.09.2022,25000,['Dota 2']
735333550,Мужской,21,,Россия,3475,03.09.2022,25000,['Dota 2']
735325566,Мужской,25,Los Angeles,США,1,03.09.2022,118080,['Warface']
735312705,Мужской,22,,Россия,1,01.09.2022,25000,['Warface']
735299048,Мужской,26,,Россия,8,03.09.2022,25000,['Warface']
735286394,Мужской,42,,Россия,0,11.07.2022,25000,['PUBG']
735285364,Мужской,18,,Россия,8,02.09.2022,25000,['PUBG']
735282677,Мужской,23,,Россия,0,22.08.2022,25000,['PUBG']
735279223,Мужской,23,,Россия,4,05.07.2022,25000,['PUBG']
735262277,Мужской,27,Владивосток,Россия,,02.09.2022,25000,['Warface']
8408,Женский,25,,Россия,376,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
16968,Мужской,25,,Россия,3381,03.09.2022,25000,['FIFA']
19386,Мужской,47,Санкт-Петербург,Россия,1524,03.09.2022,25000,['FIFA']
20515,Женский,42,,Россия,637,21.08.2022,25000,['FIFA']
24171,Женский,29,Санкт-Петербург,Россия,,03.09.2022,25000,['FIFA']
29462,Мужской,22,Москва,Россия,,03.09.2022,25000,['FIFA']
32324,Мужской,39,Санкт-Петербург,Россия,340,03.09.2022,25000,['FIFA']
32836,Женский,51,Санкт-Петербург,Россия,1581,03.09.2022,25000,['FIFA']
40054,Мужской,21,Москва,Россия,951,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
41913,Мужской,51,Санкт-Петербург,Россия,410,28.08.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
47753,Мужской,47,,Россия,526,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
50248,Мужской,47,Санкт-Петербург,Россия,172,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
51469,Мужской,21,Санкт-Петербург,Россия,247,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
91323,Мужской,23,Припять,Украина,1999,03.09.2022,75000,['CS:GO']
91964,Женский,47,Санкт-Петербург,Россия,1071,03.09.2022,25000,['CS:GO']
107853,Женский,40,Санкт-Петербург,Россия,,03.09.2022,25000,['League of Legends']
108376,Мужской,47,Санкт-Петербург,Россия,2356,03.09.2022,25000,['League of Legends']
109445,Женский,28,Лида,Беларусь,,03.09.2022,75000,['Valorant']
112357,Мужской,28,,Россия,,03.09.2022,25000,['Valorant']
117579,Мужской,42,,Россия,,03.09.2022,25000,['Valorant']
118551,Мужской,51,Санкт-Петербург,Россия,,03.09.2022,25000,['Valorant']
130514,Мужской,38,Москва,Россия,221,03.09.2022,25000,['Overwatch']
131803,Мужской,21,Токмок,Кыргызстан,,03.09.2022,75000,['Overwatch']
132925,Мужской,40,Москва,Россия,1675,03.09.2022,25000,['Overwatch']
138583,Мужской,39,Санкт-Петербург,Россия,653,03.09.2022,25000,['Overwatch']
150163,Мужской,36,Санкт-Петербург,Россия,388,03.09.2022,25000,['Hearthstone']
159069,Мужской,42,Санкт-Петербург,Россия,538,03.09.2022,25000,['Hearthstone']
164330,Мужской,36,Сыктывкар,Россия,,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
174448,Мужской,39,,Россия,134,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
174653,Женский,42,Санкт-Петербург,Россия,2395,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
179611,Женский,47,Москва,Россия,211,27.05.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
180126,Мужской,42,Санкт-Петербург,Россия,1436,03.09.2022,25000,"['Dota Underlords', 'Quake Champions', 'Heroes of the Storm']"
187390,Мужской,36,Санкт-Петербург,Россия,1345,12.08.2022,25000,['Apex Legends']
187643,Мужской,27,Донецк,Украина,4575,03.09.2022,75000,['Apex Legends']
189459,Мужской,36,Санкт-Петербург,Россия,118,03.09.2022,25000,['Apex Legends']
205808,Мужской,37,Москва,Россия,,17.07.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
210478,Мужской,44,,Россия,799,03.09.2022,25000,"['StarCraft 2', 'Warface', 'Free Fire']"
220910,Мужской,47,Новосибирск,Россия,694,03.09.2022,25000,['Hearthstone']
225680,Мужской,36,Санкт-Петербург,Россия,147,03.09.2022,25000,['Dota 2']
230403,Мужской,41,Воронеж,Россия,379,03.09.2022,25000,['Dota 2']
238434,Мужской,40,Санкт-Петербург,Россия,292,03.09.2022,25000,['Dota 2']
238535,Женский,40,,Россия,,03.09.2022,25000,['Dota 2']
238753,Мужской,36,Анапа,Россия,479,03.09.2022,25000,['Dota 2']
239588,Мужской,21,,Россия,115,03.09.2022,25000,['StarCraft 2']
246036,Мужской,41,Санкт-Петербург,Россия,44,03.09.2022,25000,['StarCraft 2']
249861,Мужской,38,Воронеж,Россия,343,03.09.2022,25000,['StarCraft 2']
253528,Мужской,37,Москва,Россия,,03.09.2022,25000,['StarCraft 2']
254418,Женский,47,Санкт-Петербург,Россия,366,02.09.2022,25000,['StarCraft 2']
255737,Женский,47,Санкт-Петербург,Россия,79,03.09.2022,25000,['StarCraft 2']
256823,Мужской,21,Санкт-Петербург,Россия,1874,03.09.2022,25000,['StarCraft 2']
258849,Мужской,41,,Россия,,03.09.2022,25000,['StarCraft 2']
268594,Мужской,41,Санкт-Петербург,Россия,,03.09.2022,25000,['Valorant']
269614,Женский,41,Севастополь,Россия,453,03.09.2022,25000,['Valorant']
271656,Мужской,41,Санкт-Петербург,Россия,61,03.09.2022,25000,['Valorant']
271750,Мужской,47,Астрахань,Россия,1226,03.09.2022,25000,['Valorant']
274649,Мужской,41,Москва,Россия,404,03.09.2022,25000,['Valorant']
276700,Мужской,21,Санкт-Петербург,Россия,,03.09.2022,25000,['Valorant']
281189,Мужской,39,Гатчина,Россия,,03.09.2022,25000,['Valorant']
283454,Мужской,41,Ханты-Мансийск,Россия,276,17.08.2018,25000,['Valorant']
283916,Женский,41,Москва,Россия,,03.09.2022,25000,['Warface']
284887,Женский,37,Москва,Россия,2124,03.09.2022,25000,['Warface']
285745,Женский,31,Москва,Россия,7002,04.05.2019,25000,['Warface']
286185,Мужской,39,Санкт-Петербург,Россия,221,03.09.2022,25000,['Warface']
289287,Женский,41,Санкт-Петербург,Россия,359,03.09.2022,25000,['Warface']
289592,Женский,47,Москва,Россия,4681,21.01.2018,25000,['Warface']
289830,Женский,47,,Россия,,03.09.2022,25000,['Warface']
290504,Мужской,36,Санкт-Петербург,Россия,,03.09.2022,25000,['League of Legends']
290863,Мужской,51,,Россия,335,03.09.2022,25000,['League of Legends']
292198,Мужской,39,Сургут,Россия,,03.09.2022,25000,['League of Legends']
293132,Мужской,47,Санкт-Петербург,Россия,,03.09.2022,25000,['League of Legends']
293467,Мужской,25,Санкт-Петербург,Россия,,02.09.2022,25000,['League of Legends']
294637,Мужской,47,Москва,Россия,181,25.08.2022,25000,['League of Legends']
299021,Женский,47,Москва,Россия,1897,03.09.2022,25000,['Warface']
299554,Мужской,47,Санкт-Петербург,Россия,234,03.09.2022,25000,['CS:GO']
303509,Мужской,25,Мурманск,Россия,,03.09.2022,25000,['CS:GO']
304855,Мужской,36,Санкт-Петербург,Россия,169,03.09.2022,25000,['CS:GO']
305174,Мужской,25,,Россия,,03.09.2022,25000,['CS:GO']
310177,Женский,47,Санкт-Петербург,Россия,573,03.09.2022,25000,['Warface']
312131,Женский,34,Санкт-Петербург,Россия,1635,03.09.2022,25000,['Hearthstone']
317799,Женский,34,Санкт-Петербург,Россия,645,03.09.2022,25000,['Hearthstone']
320315,Мужской,80,,Южно-Африканская Республика,2587,03.09.2022,118080,['Dota Underlords']
320956,Женский,51,Санкт-Петербург,Россия,18351,10.09.2020,25000,['Dota Underlords']
327397,Мужской,36,Санкт-Петербург,Россия,273,03.09.2022,25000,['Hearthstone']
331568,Женский,47,Санкт-Петербург,Россия,,03.09.2022,25000,['Free Fire']
334085,Женский,51,Нововоронеж,Россия,,03.09.2022,25000,['Free Fire']
336872,Мужской,35,Санкт-Петербург,Россия,196,03.09.2022,25000,['Free Fire']
340042,Мужской,47,Санкт-Петербург,Россия,739,03.09.2022,25000,['Free Fire']
340203,Мужской,36,,Россия,45,11.10.2020,25000,['Free Fire']
347765,Мужской,21,Санкт-Петербург,Россия,402,03.09.2022,25000,['Free Fire']
348313,Мужской,21,Владивосток,Россия,305,03.09.2022,25000,['Free Fire']
348324,Мужской,21,,Россия,113,11.08.2022,25000,['Free Fire']
350012,Мужской,40,Санкт-Петербург,Россия,,03.09.2022,25000,['Free Fire']
